Load,Bus,BusPhase,kVbase,kWmax,Transformer
OH_262486_1_15,DEV_262513_560,DEV_262513_560-1,0.24,1.232345067,OH_262486_1
OH_262488_1_1,DEV_262514_1338,DEV_262514_1338-1,0.24,1.4724581,OH_262488_1
OH_262488_1_2,DEV_262514_1333,DEV_262514_1333-1,0.24,1.4724581,OH_262488_1
OH_262488_1_3,DEV_262514_1327,DEV_262514_1327-1,0.24,1.4724581,OH_262488_1
OH_262488_1_4,DEV_262514_1332,DEV_262514_1332-1,0.24,1.4724581,OH_262488_1
OH_262488_1_5,DEV_262514_1326,DEV_262514_1326-1,0.24,1.4724581,OH_262488_1
OH_262488_1_6,DEV_262514_1320,DEV_262514_1320-1,0.24,1.4724581,OH_262488_1
OH_262488_1_7,DEV_262514_1321,DEV_262514_1321-1,0.24,1.4724581,OH_262488_1
OH_262488_1_8,DEV_262514_1315,DEV_262514_1315-1,0.24,1.4724581,OH_262488_1
OH_262488_1_9,DEV_262514_1312,DEV_262514_1312-1,0.24,1.4724581,OH_262488_1
OH_262488_1_10,DEV_262514_0_P17,DEV_262514_0_P17-1,0.24,1.4724581,OH_262488_1
OH_262490_1_1,DEV_262511_644,DEV_262511_644-1,0.24,1.079184625,OH_262490_1
OH_262490_1_2,DEV_262511_648,DEV_262511_648-1,0.24,1.079184625,OH_262490_1
OH_262490_1_3,DEV_262511_645,DEV_262511_645-1,0.24,1.079184625,OH_262490_1
OH_262490_1_4,DEV_262511_649,DEV_262511_649-1,0.24,1.079184625,OH_262490_1
OH_262490_1_5,DEV_262511_640,DEV_262511_640-1,0.24,1.079184625,OH_262490_1
OH_262490_1_6,DEV_262511_639,DEV_262511_639-1,0.24,1.079184625,OH_262490_1
OH_262490_1_7,DEV_262511_636,DEV_262511_636-1,0.24,1.079184625,OH_262490_1
OH_262490_1_8,DEV_262511_631,DEV_262511_631-1,0.24,1.079184625,OH_262490_1
OH_263518_1_1,DEV_263743_708,DEV_263743_708-1,0.24,1.399818857,OH_263518_1
OH_263518_1_2,DEV_263743_711,DEV_263743_711-1,0.24,1.399818857,OH_263518_1
OH_263518_1_3,DEV_263743_709,DEV_263743_709-1,0.24,1.399818857,OH_263518_1
OH_263518_1_4,DEV_263743_1033,DEV_263743_1033-1,0.24,1.399818857,OH_263518_1
OH_263518_1_5,DEV_263743_712,DEV_263743_712-1,0.24,1.399818857,OH_263518_1
OH_263518_1_6,DEV_263743_715,DEV_263743_715-1,0.24,1.399818857,OH_263518_1
OH_263518_1_7,DEV_263743_716,DEV_263743_716-1,0.24,1.399818857,OH_263518_1
OH_263518_1_8,DEV_263743_720,DEV_263743_720-1,0.24,1.399818857,OH_263518_1
OH_263518_1_9,DEV_263743_719,DEV_263743_719-1,0.24,1.399818857,OH_263518_1
OH_263518_1_10,DEV_263743_0_P49,DEV_263743_0_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_11,DEV_263743_1_P49,DEV_263743_1_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_12,DEV_263743_2_P49,DEV_263743_2_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_13,DEV_263743_3_P49,DEV_263743_3_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_14,DEV_263743_4_P49,DEV_263743_4_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_15,DEV_263743_5_P49,DEV_263743_5_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_16,DEV_263743_6_P49,DEV_263743_6_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_17,DEV_263743_7_P49,DEV_263743_7_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_18,DEV_263743_8_P49,DEV_263743_8_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_19,DEV_263743_9_P49,DEV_263743_9_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_20,DEV_263743_10_P49,DEV_263743_10_P49-1,0.24,1.399818857,OH_263518_1
OH_263518_1_21,DEV_263743_11_P49,DEV_263743_11_P49-1,0.24,1.399818857,OH_263518_1
OH_263539_1_1,DEV_263753_410,DEV_263753_410-1,0.24,3.795905333,OH_263539_1
OH_263539_1_2,DEV_263753_407,DEV_263753_407-1,0.24,3.795905333,OH_263539_1
OH_263539_1_3,DEV_263753_326,DEV_263753_326-1,0.24,3.795905333,OH_263539_1
OH_263541_1_1,DEV_263544_708,DEV_263544_708-1,0.24,0.83474604,OH_263541_1
OH_263541_1_2,DEV_263544_711,DEV_263544_711-1,0.24,0.83474604,OH_263541_1
OH_263541_1_3,DEV_263544_709,DEV_263544_709-1,0.24,0.83474604,OH_263541_1
OH_263541_1_4,DEV_263544_1033,DEV_263544_1033-1,0.24,0.83474604,OH_263541_1
OH_263541_1_5,DEV_263544_712,DEV_263544_712-1,0.24,0.83474604,OH_263541_1
OH_263541_1_6,DEV_263544_715,DEV_263544_715-1,0.24,0.83474604,OH_263541_1
OH_263541_1_7,DEV_263544_716,DEV_263544_716-1,0.24,0.83474604,OH_263541_1
OH_263541_1_8,DEV_263544_720,DEV_263544_720-1,0.24,0.83474604,OH_263541_1
OH_263541_1_9,DEV_263544_719,DEV_263544_719-1,0.24,0.83474604,OH_263541_1
OH_263541_1_10,DEV_263544_0_P49,DEV_263544_0_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_11,DEV_263544_1_P49,DEV_263544_1_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_12,DEV_263544_2_P49,DEV_263544_2_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_13,DEV_263544_3_P49,DEV_263544_3_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_14,DEV_263544_4_P49,DEV_263544_4_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_15,DEV_263544_5_P49,DEV_263544_5_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_16,DEV_263544_6_P49,DEV_263544_6_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_17,DEV_263544_7_P49,DEV_263544_7_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_18,DEV_263544_8_P49,DEV_263544_8_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_19,DEV_263544_9_P49,DEV_263544_9_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_20,DEV_263544_10_P49,DEV_263544_10_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_21,DEV_263544_11_P49,DEV_263544_11_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_22,DEV_263544_12_P49,DEV_263544_12_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_23,DEV_263544_13_P49,DEV_263544_13_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_24,DEV_263544_14_P49,DEV_263544_14_P49-1,0.24,0.83474604,OH_263541_1
OH_263541_1_25,DEV_263544_15_P49,DEV_263544_15_P49-1,0.24,0.83474604,OH_263541_1
OH_263737_1_1,DEV_263744_1338,DEV_263744_1338-1,0.24,0.89777575,OH_263737_1
OH_263737_1_2,DEV_263744_1333,DEV_263744_1333-1,0.24,0.89777575,OH_263737_1
OH_263737_1_3,DEV_263744_1327,DEV_263744_1327-1,0.24,0.89777575,OH_263737_1
OH_263737_1_4,DEV_263744_1332,DEV_263744_1332-1,0.24,0.89777575,OH_263737_1
OH_263737_1_5,DEV_263744_1326,DEV_263744_1326-1,0.24,0.89777575,OH_263737_1
OH_263737_1_6,DEV_263744_1320,DEV_263744_1320-1,0.24,0.89777575,OH_263737_1
OH_263737_1_7,DEV_263744_1321,DEV_263744_1321-1,0.24,0.89777575,OH_263737_1
OH_263737_1_8,DEV_263744_1315,DEV_263744_1315-1,0.24,0.89777575,OH_263737_1
OH_263737_1_9,DEV_263744_1312,DEV_263744_1312-1,0.24,0.89777575,OH_263737_1
OH_263737_1_10,DEV_263744_0_P17,DEV_263744_0_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_11,DEV_263744_1_P17,DEV_263744_1_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_12,DEV_263744_2_P17,DEV_263744_2_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_13,DEV_263744_3_P17,DEV_263744_3_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_14,DEV_263744_4_P17,DEV_263744_4_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_15,DEV_263744_5_P17,DEV_263744_5_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_16,DEV_263744_6_P17,DEV_263744_6_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_17,DEV_263744_7_P17,DEV_263744_7_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_18,DEV_263744_8_P17,DEV_263744_8_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_19,DEV_263744_9_P17,DEV_263744_9_P17-1,0.24,0.89777575,OH_263737_1
OH_263737_1_20,DEV_263744_10_P17,DEV_263744_10_P17-1,0.24,0.89777575,OH_263737_1
OH_263739_1_1,DEV_263731_433,DEV_263731_433-1,0.24,0.834216417,OH_263739_1
OH_263739_1_2,DEV_263731_425,DEV_263731_425-1,0.24,0.834216417,OH_263739_1
OH_263739_1_3,DEV_263731_424,DEV_263731_424-1,0.24,0.834216417,OH_263739_1
OH_263739_1_4,DEV_263731_419,DEV_263731_419-1,0.24,0.834216417,OH_263739_1
OH_263739_1_5,DEV_263731_411,DEV_263731_411-1,0.24,0.834216417,OH_263739_1
OH_263739_1_6,DEV_263731_418,DEV_263731_418-1,0.24,0.834216417,OH_263739_1
OH_263739_1_7,DEV_263731_352,DEV_263731_352-1,0.24,0.834216417,OH_263739_1
OH_263739_1_8,DEV_263731_406,DEV_263731_406-1,0.24,0.834216417,OH_263739_1
OH_263739_1_9,DEV_263731_439,DEV_263731_439-1,0.24,0.834216417,OH_263739_1
OH_263739_1_10,DEV_263731_440,DEV_263731_440-1,0.24,0.834216417,OH_263739_1
OH_263739_1_11,DEV_263731_460,DEV_263731_460-1,0.24,0.834216417,OH_263739_1
OH_263739_1_12,DEV_263731_441,DEV_263731_441-1,0.24,0.834216417,OH_263739_1
OH_264008_1_1,DEV_264097_410,DEV_264097_410-1,0.24,3.54873,OH_264008_1
OH_264008_1_2,DEV_264097_407,DEV_264097_407-1,0.24,3.54873,OH_264008_1
OH_264009_1_1,DEV_264027_708,DEV_264027_708-1,0.24,2.454096889,OH_264009_1
OH_264009_1_2,DEV_264027_711,DEV_264027_711-1,0.24,2.454096889,OH_264009_1
OH_264009_1_3,DEV_264027_709,DEV_264027_709-1,0.24,2.454096889,OH_264009_1
OH_264009_1_4,DEV_264027_1033,DEV_264027_1033-1,0.24,2.454096889,OH_264009_1
OH_264009_1_5,DEV_264027_712,DEV_264027_712-1,0.24,2.454096889,OH_264009_1
OH_264009_1_6,DEV_264027_715,DEV_264027_715-1,0.24,2.454096889,OH_264009_1
OH_264009_1_7,DEV_264027_716,DEV_264027_716-1,0.24,2.454096889,OH_264009_1
OH_264009_1_8,DEV_264027_720,DEV_264027_720-1,0.24,2.454096889,OH_264009_1
OH_264009_1_9,DEV_264027_719,DEV_264027_719-1,0.24,2.454096889,OH_264009_1
OH_264010_1_1,DEV_264032_1570,DEV_264032_1570-1,0.24,1.800848,OH_264010_1
OH_264010_1_2,DEV_264032_1571,DEV_264032_1571-1,0.24,1.800848,OH_264010_1
OH_264010_1_3,DEV_264032_1563,DEV_264032_1563-1,0.24,1.800848,OH_264010_1
OH_264016_1_1,NODE_602065_708,NODE_602065_708-1,0.24,1.300077455,OH_264016_1
OH_264016_1_2,NODE_602065_711,NODE_602065_711-1,0.24,1.300077455,OH_264016_1
OH_264016_1_3,NODE_602065_709,NODE_602065_709-1,0.24,1.300077455,OH_264016_1
OH_264016_1_4,NODE_602065_1033,NODE_602065_1033-1,0.24,1.300077455,OH_264016_1
OH_264016_1_5,NODE_602065_712,NODE_602065_712-1,0.24,1.300077455,OH_264016_1
OH_264016_1_6,NODE_602065_715,NODE_602065_715-1,0.24,1.300077455,OH_264016_1
OH_264016_1_7,NODE_602065_716,NODE_602065_716-1,0.24,1.300077455,OH_264016_1
OH_264016_1_8,NODE_602065_720,NODE_602065_720-1,0.24,1.300077455,OH_264016_1
OH_264016_1_9,NODE_602065_719,NODE_602065_719-1,0.24,1.300077455,OH_264016_1
OH_264016_1_10,NODE_602065_0_P49,NODE_602065_0_P49-1,0.24,1.300077455,OH_264016_1
OH_264016_1_11,NODE_602065_1_P49,NODE_602065_1_P49-1,0.24,1.300077455,OH_264016_1
OH_264022_1_1,DEV_264024_545,DEV_264024_545-1,0.24,1.309440167,OH_264022_1
OH_264022_1_2,DEV_264024_550,DEV_264024_550-1,0.24,1.309440167,OH_264022_1
OH_264022_1_3,DEV_264024_558,DEV_264024_558-1,0.24,1.309440167,OH_264022_1
OH_264022_1_4,DEV_264024_559,DEV_264024_559-1,0.24,1.309440167,OH_264022_1
OH_264022_1_5,DEV_264024_555,DEV_264024_555-1,0.24,1.309440167,OH_264022_1
OH_264022_1_6,DEV_264024_554,DEV_264024_554-1,0.24,1.309440167,OH_264022_1
OH_264022_1_7,DEV_264024_541,DEV_264024_541-1,0.24,1.309440167,OH_264022_1
OH_264022_1_8,DEV_264024_526,DEV_264024_526-1,0.24,1.309440167,OH_264022_1
OH_264022_1_9,DEV_264024_530,DEV_264024_530-1,0.24,1.309440167,OH_264022_1
OH_264022_1_10,DEV_264024_520,DEV_264024_520-1,0.24,1.309440167,OH_264022_1
OH_264022_1_11,DEV_264024_515,DEV_264024_515-1,0.24,1.309440167,OH_264022_1
OH_264022_1_12,DEV_264024_511,DEV_264024_511-1,0.24,1.309440167,OH_264022_1
OH_264022_1_13,DEV_264024_2144,DEV_264024_2144-1,0.24,1.309440167,OH_264022_1
OH_264022_1_14,DEV_264024_512,DEV_264024_512-1,0.24,1.309440167,OH_264022_1
OH_264022_1_15,DEV_264024_560,DEV_264024_560-1,0.24,1.309440167,OH_264022_1
OH_264022_1_16,DEV_264024_0_560,DEV_264024_0_560-1,0.24,1.309440167,OH_264022_1
OH_264022_1_17,DEV_264024_1_560,DEV_264024_1_560-1,0.24,1.309440167,OH_264022_1
OH_264022_1_18,DEV_264024_2_560,DEV_264024_2_560-1,0.24,1.309440167,OH_264022_1
OH_264054_1_1,DEV_264124_1338,DEV_264124_1338-1,0.24,2.478057714,OH_264054_1
OH_264054_1_2,DEV_264124_1333,DEV_264124_1333-1,0.24,2.478057714,OH_264054_1
OH_264054_1_3,DEV_264124_1327,DEV_264124_1327-1,0.24,2.478057714,OH_264054_1
OH_264054_1_4,DEV_264124_1332,DEV_264124_1332-1,0.24,2.478057714,OH_264054_1
OH_264054_1_5,DEV_264124_1326,DEV_264124_1326-1,0.24,2.478057714,OH_264054_1
OH_264054_1_6,DEV_264124_1320,DEV_264124_1320-1,0.24,2.478057714,OH_264054_1
OH_264054_1_7,DEV_264124_1321,DEV_264124_1321-1,0.24,2.478057714,OH_264054_1
OH_264054_1_8,DEV_264124_1315,DEV_264124_1315-1,0.24,2.478057714,OH_264054_1
OH_264054_1_9,DEV_264124_1312,DEV_264124_1312-1,0.24,2.478057714,OH_264054_1
OH_264054_1_10,DEV_264124_0_P17,DEV_264124_0_P17-1,0.24,2.478057714,OH_264054_1
OH_264054_1_11,DEV_264124_1_P17,DEV_264124_1_P17-1,0.24,2.478057714,OH_264054_1
OH_264054_1_12,DEV_264124_2_P17,DEV_264124_2_P17-1,0.24,2.478057714,OH_264054_1
OH_264054_1_13,DEV_264124_3_P17,DEV_264124_3_P17-1,0.24,2.478057714,OH_264054_1
OH_264054_1_14,DEV_264124_4_P17,DEV_264124_4_P17-1,0.24,2.478057714,OH_264054_1
OH_264056_1_1,DEV_264123_708,DEV_264123_708-1,0.24,1.47383987,OH_264056_1
OH_264056_1_2,DEV_264123_711,DEV_264123_711-1,0.24,1.47383987,OH_264056_1
OH_264056_1_3,DEV_264123_709,DEV_264123_709-1,0.24,1.47383987,OH_264056_1
OH_264056_1_4,DEV_264123_1033,DEV_264123_1033-1,0.24,1.47383987,OH_264056_1
OH_264056_1_5,DEV_264123_712,DEV_264123_712-1,0.24,1.47383987,OH_264056_1
OH_264056_1_6,DEV_264123_715,DEV_264123_715-1,0.24,1.47383987,OH_264056_1
OH_264056_1_7,DEV_264123_716,DEV_264123_716-1,0.24,1.47383987,OH_264056_1
OH_264056_1_8,DEV_264123_720,DEV_264123_720-1,0.24,1.47383987,OH_264056_1
OH_264056_1_9,DEV_264123_719,DEV_264123_719-1,0.24,1.47383987,OH_264056_1
OH_264056_1_10,DEV_264123_0_P49,DEV_264123_0_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_11,DEV_264123_1_P49,DEV_264123_1_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_12,DEV_264123_2_P49,DEV_264123_2_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_13,DEV_264123_3_P49,DEV_264123_3_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_14,DEV_264123_4_P49,DEV_264123_4_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_15,DEV_264123_5_P49,DEV_264123_5_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_16,DEV_264123_6_P49,DEV_264123_6_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_17,DEV_264123_7_P49,DEV_264123_7_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_18,DEV_264123_8_P49,DEV_264123_8_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_19,DEV_264123_9_P49,DEV_264123_9_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_20,DEV_264123_10_P49,DEV_264123_10_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_21,DEV_264123_11_P49,DEV_264123_11_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_22,DEV_264123_12_P49,DEV_264123_12_P49-1,0.24,1.47383987,OH_264056_1
OH_264056_1_23,DEV_264123_13_P49,DEV_264123_13_P49-1,0.24,1.47383987,OH_264056_1
OH_264057_1_1,DEV_264122_1338,DEV_264122_1338-1,0.24,1.438912917,OH_264057_1
OH_264057_1_2,DEV_264122_1333,DEV_264122_1333-1,0.24,1.438912917,OH_264057_1
OH_264057_1_3,DEV_264122_1327,DEV_264122_1327-1,0.24,1.438912917,OH_264057_1
OH_264057_1_4,DEV_264122_1332,DEV_264122_1332-1,0.24,1.438912917,OH_264057_1
OH_264057_1_5,DEV_264122_1326,DEV_264122_1326-1,0.24,1.438912917,OH_264057_1
OH_264057_1_6,DEV_264122_1320,DEV_264122_1320-1,0.24,1.438912917,OH_264057_1
OH_264057_1_7,DEV_264122_1321,DEV_264122_1321-1,0.24,1.438912917,OH_264057_1
OH_264057_1_8,DEV_264122_1315,DEV_264122_1315-1,0.24,1.438912917,OH_264057_1
OH_264057_1_9,DEV_264122_1312,DEV_264122_1312-1,0.24,1.438912917,OH_264057_1
OH_264057_1_10,DEV_264122_0_P17,DEV_264122_0_P17-1,0.24,1.438912917,OH_264057_1
OH_264057_1_11,DEV_264122_1_P17,DEV_264122_1_P17-1,0.24,1.438912917,OH_264057_1
OH_264057_1_12,DEV_264122_2_P17,DEV_264122_2_P17-1,0.24,1.438912917,OH_264057_1
OH_264058_1_1,DEV_264121_545,DEV_264121_545-1,0.24,0.99311475,OH_264058_1
OH_264058_1_2,DEV_264121_550,DEV_264121_550-1,0.24,0.99311475,OH_264058_1
OH_264058_1_3,DEV_264121_558,DEV_264121_558-1,0.24,0.99311475,OH_264058_1
OH_264058_1_4,DEV_264121_559,DEV_264121_559-1,0.24,0.99311475,OH_264058_1
OH_264058_1_5,DEV_264121_555,DEV_264121_555-1,0.24,0.99311475,OH_264058_1
OH_264058_1_6,DEV_264121_554,DEV_264121_554-1,0.24,0.99311475,OH_264058_1
OH_264058_1_7,DEV_264121_541,DEV_264121_541-1,0.24,0.99311475,OH_264058_1
OH_264058_1_8,DEV_264121_526,DEV_264121_526-1,0.24,0.99311475,OH_264058_1
OH_264058_1_9,DEV_264121_530,DEV_264121_530-1,0.24,0.99311475,OH_264058_1
OH_264058_1_10,DEV_264121_520,DEV_264121_520-1,0.24,0.99311475,OH_264058_1
OH_264058_1_11,DEV_264121_515,DEV_264121_515-1,0.24,0.99311475,OH_264058_1
OH_264058_1_12,DEV_264121_511,DEV_264121_511-1,0.24,0.99311475,OH_264058_1
OH_264058_1_13,DEV_264121_2144,DEV_264121_2144-1,0.24,0.99311475,OH_264058_1
OH_264058_1_14,DEV_264121_512,DEV_264121_512-1,0.24,0.99311475,OH_264058_1
OH_264058_1_15,DEV_264121_560,DEV_264121_560-1,0.24,0.99311475,OH_264058_1
OH_264058_1_16,DEV_264121_0_560,DEV_264121_0_560-1,0.24,0.99311475,OH_264058_1
OH_264059_1_1,DEV_264061_775,DEV_264061_775-1,0.24,1.728621545,OH_264059_1
OH_264059_1_2,DEV_264061_780,DEV_264061_780-1,0.24,1.728621545,OH_264059_1
OH_264059_1_3,DEV_264061_783,DEV_264061_783-1,0.24,1.728621545,OH_264059_1
OH_264059_1_4,DEV_264061_788,DEV_264061_788-1,0.24,1.728621545,OH_264059_1
OH_264059_1_5,DEV_264061_790,DEV_264061_790-1,0.24,1.728621545,OH_264059_1
OH_264059_1_6,DEV_264061_793,DEV_264061_793-1,0.24,1.728621545,OH_264059_1
OH_264059_1_7,DEV_264061_796,DEV_264061_796-1,0.24,1.728621545,OH_264059_1
OH_264059_1_8,DEV_264061_797,DEV_264061_797-1,0.24,1.728621545,OH_264059_1
OH_264059_1_9,DEV_264061_770,DEV_264061_770-1,0.24,1.728621545,OH_264059_1
OH_264059_1_10,DEV_264061_769,DEV_264061_769-1,0.24,1.728621545,OH_264059_1
OH_264059_1_11,DEV_264061_763,DEV_264061_763-1,0.24,1.728621545,OH_264059_1
OH_264073_2_1,DEV_264129_433x2,DEV_264129_433x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_2,DEV_264129_425x2,DEV_264129_425x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_3,DEV_264129_424x2,DEV_264129_424x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_4,DEV_264129_419x2,DEV_264129_419x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_5,DEV_264129_411x2,DEV_264129_411x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_6,DEV_264129_418x2,DEV_264129_418x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_7,DEV_264129_352x2,DEV_264129_352x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_8,DEV_264129_406x2,DEV_264129_406x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_9,DEV_264129_439x2,DEV_264129_439x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_10,DEV_264129_440x2,DEV_264129_440x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_11,DEV_264129_460x2,DEV_264129_460x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_12,DEV_264129_441x2,DEV_264129_441x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_13,DEV_264129_462x2,DEV_264129_462x2-1,0.24,1.199304286,OH_264073_2
OH_264073_2_14,DEV_264129_0_462x2,DEV_264129_0_462x2-1,0.24,1.199304286,OH_264073_2
OH_264073_3_1,DEV_264129_433x3,DEV_264129_433x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_2,DEV_264129_425x3,DEV_264129_425x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_3,DEV_264129_424x3,DEV_264129_424x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_4,DEV_264129_419x3,DEV_264129_419x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_5,DEV_264129_411x3,DEV_264129_411x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_6,DEV_264129_418x3,DEV_264129_418x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_7,DEV_264129_352x3,DEV_264129_352x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_8,DEV_264129_406x3,DEV_264129_406x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_9,DEV_264129_439x3,DEV_264129_439x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_10,DEV_264129_440x3,DEV_264129_440x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_11,DEV_264129_460x3,DEV_264129_460x3-1,0.24,1.946504917,OH_264073_3
OH_264073_3_12,DEV_264129_441x3,DEV_264129_441x3-1,0.24,1.946504917,OH_264073_3
OH_264087_1_1,DEV_264091_1338,DEV_264091_1338-1,0.24,8.924791,OH_264087_1
OH_264087_1_2,DEV_264091_1333,DEV_264091_1333-1,0.24,8.924791,OH_264087_1
OH_264092_1_1,DEV_264139_5833,DEV_264139_5833-1,0.24,0.264830667,OH_264092_1
OH_264092_1_2,DEV_264139_367,DEV_264139_367-1,0.24,0.264830667,OH_264092_1
OH_264092_1_3,DEV_264139_5815,DEV_264139_5815-1,0.24,0.264830667,OH_264092_1
OH_264106_1_1,DEV_264128_5833,DEV_264128_5833-1,0.24,1.165254571,OH_264106_1
OH_264106_1_2,DEV_264128_367,DEV_264128_367-1,0.24,1.165254571,OH_264106_1
OH_264106_1_3,DEV_264128_5815,DEV_264128_5815-1,0.24,1.165254571,OH_264106_1
OH_264106_1_4,DEV_264128_5808,DEV_264128_5808-1,0.24,1.165254571,OH_264106_1
OH_264106_1_5,DEV_264128_5838,DEV_264128_5838-1,0.24,1.165254571,OH_264106_1
OH_264106_1_6,DEV_264128_5841,DEV_264128_5841-1,0.24,1.165254571,OH_264106_1
OH_264106_1_7,DEV_264128_5850,DEV_264128_5850-1,0.24,1.165254571,OH_264106_1
OH_264108_1_1,DEV_264127_708,DEV_264127_708-1,0.24,1.253531467,OH_264108_1
OH_264108_1_2,DEV_264127_711,DEV_264127_711-1,0.24,1.253531467,OH_264108_1
OH_264108_1_3,DEV_264127_709,DEV_264127_709-1,0.24,1.253531467,OH_264108_1
OH_264108_1_4,DEV_264127_1033,DEV_264127_1033-1,0.24,1.253531467,OH_264108_1
OH_264108_1_5,DEV_264127_712,DEV_264127_712-1,0.24,1.253531467,OH_264108_1
OH_264108_1_6,DEV_264127_715,DEV_264127_715-1,0.24,1.253531467,OH_264108_1
OH_264108_1_7,DEV_264127_716,DEV_264127_716-1,0.24,1.253531467,OH_264108_1
OH_264108_1_8,DEV_264127_720,DEV_264127_720-1,0.24,1.253531467,OH_264108_1
OH_264108_1_9,DEV_264127_719,DEV_264127_719-1,0.24,1.253531467,OH_264108_1
OH_264108_1_10,DEV_264127_0_P49,DEV_264127_0_P49-1,0.24,1.253531467,OH_264108_1
OH_264108_1_11,DEV_264127_1_P49,DEV_264127_1_P49-1,0.24,1.253531467,OH_264108_1
OH_264108_1_12,DEV_264127_2_P49,DEV_264127_2_P49-1,0.24,1.253531467,OH_264108_1
OH_264108_1_13,DEV_264127_3_P49,DEV_264127_3_P49-1,0.24,1.253531467,OH_264108_1
OH_264108_1_14,DEV_264127_4_P49,DEV_264127_4_P49-1,0.24,1.253531467,OH_264108_1
OH_264108_1_15,DEV_264127_5_P49,DEV_264127_5_P49-1,0.24,1.253531467,OH_264108_1
OH_264158_1_1,DEV_264155_433,DEV_264155_433-1,0.24,1.452785,OH_264158_1
OH_264158_1_2,DEV_264155_425,DEV_264155_425-1,0.24,1.452785,OH_264158_1
OH_264158_1_3,DEV_264155_424,DEV_264155_424-1,0.24,1.452785,OH_264158_1
OH_264158_1_4,DEV_264155_419,DEV_264155_419-1,0.24,1.452785,OH_264158_1
OH_264158_1_5,DEV_264155_411,DEV_264155_411-1,0.24,1.452785,OH_264158_1
