Load,Bus,BusPhase,kVbase,kWmax,Transformer
BB_264119_1_14,DEV_264111_4_P17,DEV_264111_4_P17-1,0.24,1.16194425,BB_264119_1
BB_264119_1_15,DEV_264111_5_P17,DEV_264111_5_P17-1,0.24,1.16194425,BB_264119_1
BB_264119_1_16,DEV_264111_6_P17,DEV_264111_6_P17-1,0.24,1.16194425,BB_264119_1
BB_264132_1_1,DEV_264131_1570,DEV_264131_1570-1,0.24,1.468927067,BB_264132_1
BB_264132_1_2,DEV_264131_1571,DEV_264131_1571-1,0.24,1.468927067,BB_264132_1
BB_264132_1_3,DEV_264131_1563,DEV_264131_1563-1,0.24,1.468927067,BB_264132_1
BB_264132_1_4,DEV_264131_1564,DEV_264131_1564-1,0.24,1.468927067,BB_264132_1
BB_264132_1_5,DEV_264131_1555,DEV_264131_1555-1,0.24,1.468927067,BB_264132_1
BB_264132_1_6,DEV_264131_1556,DEV_264131_1556-1,0.24,1.468927067,BB_264132_1
BB_264132_1_7,DEV_264131_1550,DEV_264131_1550-1,0.24,1.468927067,BB_264132_1
BB_264132_1_8,DEV_264131_1549,DEV_264131_1549-1,0.24,1.468927067,BB_264132_1
BB_264132_1_9,DEV_264131_1544,DEV_264131_1544-1,0.24,1.468927067,BB_264132_1
BB_264132_1_10,DEV_264131_1525,DEV_264131_1525-1,0.24,1.468927067,BB_264132_1
BB_264132_1_11,DEV_264131_1536,DEV_264131_1536-1,0.24,1.468927067,BB_264132_1
BB_264132_1_12,DEV_264131_1579,DEV_264131_1579-1,0.24,1.468927067,BB_264132_1
BB_264132_1_13,DEV_264131_1578,DEV_264131_1578-1,0.24,1.468927067,BB_264132_1
BB_264132_1_14,DEV_264131_0_1578,DEV_264131_0_1578-1,0.24,1.468927067,BB_264132_1
BB_264132_1_15,DEV_264131_1_1578,DEV_264131_1_1578-1,0.24,1.468927067,BB_264132_1
BB_264986_1_1,DEV_264984_1570,DEV_264984_1570-1,0.24,1.772327846,BB_264986_1
BB_264986_1_2,DEV_264984_1571,DEV_264984_1571-1,0.24,1.772327846,BB_264986_1
BB_264986_1_3,DEV_264984_1563,DEV_264984_1563-1,0.24,1.772327846,BB_264986_1
BB_264986_1_4,DEV_264984_1564,DEV_264984_1564-1,0.24,1.772327846,BB_264986_1
BB_264986_1_5,DEV_264984_1555,DEV_264984_1555-1,0.24,1.772327846,BB_264986_1
BB_264986_1_6,DEV_264984_1556,DEV_264984_1556-1,0.24,1.772327846,BB_264986_1
BB_264986_1_7,DEV_264984_1550,DEV_264984_1550-1,0.24,1.772327846,BB_264986_1
BB_264986_1_8,DEV_264984_1549,DEV_264984_1549-1,0.24,1.772327846,BB_264986_1
BB_264986_1_9,DEV_264984_1544,DEV_264984_1544-1,0.24,1.772327846,BB_264986_1
BB_264986_1_10,DEV_264984_1525,DEV_264984_1525-1,0.24,1.772327846,BB_264986_1
BB_264986_1_11,DEV_264984_1536,DEV_264984_1536-1,0.24,1.772327846,BB_264986_1
BB_264986_1_12,DEV_264984_1579,DEV_264984_1579-1,0.24,1.772327846,BB_264986_1
BB_264986_1_13,DEV_264984_1578,DEV_264984_1578-1,0.24,1.772327846,BB_264986_1
BB_51067432_0_1,DEV_51067434_0_1,DEV_51067434_0_1-1,0.24,13.294496,BB_51067432_0
OH_260847_1_1,DEV_260853_1_1,DEV_260853_1_1-1,0.24,10.669286,OH_260847_1
OH_260847_2_1,DEV_260853_2_1,DEV_260853_2_1-1,0.24,10.669286,OH_260847_2
OH_260849_1_1,DEV_260852_1_1,DEV_260852_1_1-1,0.24,5.915096,OH_260849_1
OH_260849_2_1,DEV_260852_2_1,DEV_260852_2_1-1,0.24,5.915096,OH_260849_2
OH_260850_1_1,DEV_260851_1_1,DEV_260851_1_1-1,0.24,3.1510325,OH_260850_1
OH_260850_1_2,DEV_260851_1_2,DEV_260851_1_2-1,0.24,3.1510325,OH_260850_1
OH_260850_2_1,DEV_260851_2_1,DEV_260851_2_1-1,0.24,3.1510325,OH_260850_2
OH_260850_2_2,DEV_260851_2_2,DEV_260851_2_2-1,0.24,3.1510325,OH_260850_2
OH_260930_1_1,DEV_51187136_1_1,DEV_51187136_1_1-1,0.24,3.123392,OH_260930_1
OH_260930_1_2,DEV_51187136_1_2,DEV_51187136_1_2-1,0.24,3.123392,OH_260930_1
OH_260930_2_1,DEV_51187136_2_1,DEV_51187136_2_1-1,0.24,3.123392,OH_260930_2
OH_260930_2_2,DEV_51187136_2_2,DEV_51187136_2_2-1,0.24,3.123392,OH_260930_2
OH_260932_1_1,DEV_260933_1_1,DEV_260933_1_1-1,0.24,4.698908,OH_260932_1
OH_260932_2_1,DEV_260933_2_1,DEV_260933_2_1-1,0.24,4.698908,OH_260932_2
OH_260937_1_1,NODE_630695_1_1,NODE_630695_1_1-1,0.24,3.151033,OH_260937_1
OH_260937_2_1,NODE_630695_2_1,NODE_630695_2_1-1,0.24,3.151033,OH_260937_2
OH_260945_0_1,NODE_630695_0_1,NODE_630695_0_1-1,0.24,5.334643,OH_260945_0
OH_260945_0_2,NODE_630695_0_2,NODE_630695_0_2-1,0.24,5.334643,OH_260945_0
OH_260946_0_1,DEV_260949_0_1,DEV_260949_0_1-1,0.24,2.140175,OH_260946_0
OH_260946_0_2,DEV_260949_0_2,DEV_260949_0_2-1,0.24,2.140175,OH_260946_0
OH_260946_0_3,DEV_260949_0_3,DEV_260949_0_3-1,0.24,2.140175,OH_260946_0
OH_260946_0_4,DEV_260949_0_4,DEV_260949_0_4-1,0.24,2.140175,OH_260946_0
OH_260946_0_5,DEV_260949_0_5,DEV_260949_0_5-1,0.24,2.140175,OH_260946_0
OH_260946_0_6,DEV_260949_0_6,DEV_260949_0_6-1,0.24,2.140175,OH_260946_0
OH_260946_0_7,DEV_260949_0_7,DEV_260949_0_7-1,0.24,2.140175,OH_260946_0
OH_261400_1_1,NODE_11021972_1_1,NODE_11021972_1_1-1,0.24,2.874626,OH_261400_1
OH_261400_1_2,NODE_11021972_1_2,NODE_11021972_1_2-1,0.24,2.874626,OH_261400_1
OH_261400_2_1,NODE_11021972_2_1,NODE_11021972_2_1-1,0.24,2.874626,OH_261400_2
OH_261400_2_2,NODE_11021972_2_2,NODE_11021972_2_2-1,0.24,2.874626,OH_261400_2
OH_261479_1_1,DEV_261481_1_1,DEV_261481_1_1-1,0.24,3.04047,OH_261479_1
OH_261479_1_2,DEV_261481_1_2,DEV_261481_1_2-1,0.24,3.04047,OH_261479_1
OH_261479_1_3,DEV_261481_1_3,DEV_261481_1_3-1,0.24,3.04047,OH_261479_1
OH_261479_2_1,DEV_261481_2_1,DEV_261481_2_1-1,0.24,3.04047,OH_261479_2
OH_261479_2_2,DEV_261481_2_2,DEV_261481_2_2-1,0.24,3.04047,OH_261479_2
OH_261479_2_3,DEV_261481_2_3,DEV_261481_2_3-1,0.24,3.04047,OH_261479_2
OH_261483_1_1,DEV_261484_1_1,DEV_261484_1_1-1,0.24,3.795980667,OH_261483_1
OH_261483_1_2,DEV_261484_1_2,DEV_261484_1_2-1,0.24,3.795980667,OH_261483_1
OH_261483_1_3,DEV_261484_1_3,DEV_261484_1_3-1,0.24,3.795980667,OH_261483_1
OH_261483_2_1,DEV_261484_2_1,DEV_261484_2_1-1,0.24,3.795980667,OH_261483_2
OH_261483_2_2,DEV_261484_2_2,DEV_261484_2_2-1,0.24,3.795980667,OH_261483_2
OH_261483_2_3,DEV_261484_2_3,DEV_261484_2_3-1,0.24,3.795980667,OH_261483_2
OH_261486_1_1,DEV_261487_1_1,DEV_261487_1_1-1,0.24,1.561696,OH_261486_1
OH_261486_1_2,DEV_261487_1_2,DEV_261487_1_2-1,0.24,1.561696,OH_261486_1
OH_261486_1_3,DEV_261487_1_3,DEV_261487_1_3-1,0.24,1.561696,OH_261486_1
OH_261486_1_4,DEV_261487_1_4,DEV_261487_1_4-1,0.24,1.561696,OH_261486_1
OH_261486_2_1,DEV_261487_2_1,DEV_261487_2_1-1,0.24,1.561696,OH_261486_2
OH_261486_2_2,DEV_261487_2_2,DEV_261487_2_2-1,0.24,1.561696,OH_261486_2
OH_261486_2_3,DEV_261487_2_3,DEV_261487_2_3-1,0.24,1.561696,OH_261486_2
OH_261486_2_4,DEV_261487_2_4,DEV_261487_2_4-1,0.24,1.561696,OH_261486_2
OH_261488_1_1,DEV_261490_1_1,DEV_261490_1_1-1,0.24,0.552813,OH_261488_1
OH_261488_2_1,DEV_261490_2_1,DEV_261490_2_1-1,0.24,0.552813,OH_261488_2
OH_261535_0_1,DEV_261606_0_1,DEV_261606_0_1-1,0.24,1.735832,OH_261535_0
OH_261535_0_2,DEV_261606_0_2,DEV_261606_0_2-1,0.24,1.735832,OH_261535_0
OH_261535_0_3,DEV_261606_0_3,DEV_261606_0_3-1,0.24,1.735832,OH_261535_0
OH_261535_0_4,DEV_261606_0_4,DEV_261606_0_4-1,0.24,1.735832,OH_261535_0
OH_261535_0_5,DEV_261606_0_5,DEV_261606_0_5-1,0.24,1.735832,OH_261535_0
OH_261573_1_1,DEV_261608_1_1,DEV_261608_1_1-1,0.24,5.63869,OH_261573_1
OH_261573_1_2,DEV_261608_1_2,DEV_261608_1_2-1,0.24,5.63869,OH_261573_1
OH_261573_2_1,DEV_261608_2_1,DEV_261608_2_1-1,0.24,5.63869,OH_261573_2
OH_261573_2_2,DEV_261608_2_2,DEV_261608_2_2-1,0.24,5.63869,OH_261573_2
OH_261576_1_1,NODE_609861_1_1,NODE_609861_1_1-1,0.24,1.566302667,OH_261576_1
OH_261576_1_2,NODE_609861_1_2,NODE_609861_1_2-1,0.24,1.566302667,OH_261576_1
OH_261576_1_3,NODE_609861_1_3,NODE_609861_1_3-1,0.24,1.566302667,OH_261576_1
OH_261576_2_1,NODE_609861_2_1,NODE_609861_2_1-1,0.24,1.566302667,OH_261576_2
OH_261576_2_2,NODE_609861_2_2,NODE_609861_2_2-1,0.24,1.566302667,OH_261576_2
OH_261576_2_3,NODE_609861_2_3,NODE_609861_2_3-1,0.24,1.566302667,OH_261576_2
OH_261579_1_1,NODE_609855_1_1,NODE_609855_1_1-1,0.24,2.4047355,OH_261579_1
OH_261579_1_2,NODE_609855_1_2,NODE_609855_1_2-1,0.24,2.4047355,OH_261579_1
OH_261579_2_1,NODE_609855_2_1,NODE_609855_2_1-1,0.24,2.4047355,OH_261579_2
OH_261579_2_2,NODE_609855_2_2,NODE_609855_2_2-1,0.24,2.4047355,OH_261579_2
OH_261584_1_1,DEV_261585_1_1,DEV_261585_1_1-1,0.24,3.67620475,OH_261584_1
OH_261584_1_2,DEV_261585_1_2,DEV_261585_1_2-1,0.24,3.67620475,OH_261584_1
OH_261584_1_3,DEV_261585_1_3,DEV_261585_1_3-1,0.24,3.67620475,OH_261584_1
OH_261584_1_4,DEV_261585_1_4,DEV_261585_1_4-1,0.24,3.67620475,OH_261584_1
OH_261584_2_1,DEV_261585_2_1,DEV_261585_2_1-1,0.24,3.67620475,OH_261584_2
OH_261584_2_2,DEV_261585_2_2,DEV_261585_2_2-1,0.24,3.67620475,OH_261584_2
OH_261584_2_3,DEV_261585_2_3,DEV_261585_2_3-1,0.24,3.67620475,OH_261584_2
OH_261584_2_4,DEV_261585_2_4,DEV_261585_2_4-1,0.24,3.67620475,OH_261584_2
OH_261589_1_1,DEV_261611_1_1,DEV_261611_1_1-1,0.24,1.124052667,OH_261589_1
OH_261589_1_2,DEV_261611_1_2,DEV_261611_1_2-1,0.24,1.124052667,OH_261589_1
OH_261589_1_3,DEV_261611_1_3,DEV_261611_1_3-1,0.24,1.124052667,OH_261589_1
OH_261589_2_1,DEV_261611_2_1,DEV_261611_2_1-1,0.24,1.124052667,OH_261589_2
OH_261589_2_2,DEV_261611_2_2,DEV_261611_2_2-1,0.24,1.124052667,OH_261589_2
OH_261589_2_3,DEV_261611_2_3,DEV_261611_2_3-1,0.24,1.124052667,OH_261589_2
OH_261592_1_1,DEV_261610_1_1,DEV_261610_1_1-1,0.24,2.616647,OH_261592_1
OH_261592_1_2,DEV_261610_1_2,DEV_261610_1_2-1,0.24,2.616647,OH_261592_1
OH_261592_1_3,DEV_261610_1_3,DEV_261610_1_3-1,0.24,2.616647,OH_261592_1
OH_261592_2_1,DEV_261610_2_1,DEV_261610_2_1-1,0.24,2.616647,OH_261592_2
OH_261592_2_2,DEV_261610_2_2,DEV_261610_2_2-1,0.24,2.616647,OH_261592_2
OH_261592_2_3,DEV_261610_2_3,DEV_261610_2_3-1,0.24,2.616647,OH_261592_2
OH_261596_1_1,DEV_261619_1_1,DEV_261619_1_1-1,0.24,7.076003,OH_261596_1
OH_261596_2_1,DEV_261619_2_1,DEV_261619_2_1-1,0.24,7.076003,OH_261596_2
OH_261604_1_1,DEV_261599_1_1,DEV_261599_1_1-1,0.24,2.30799325,OH_261604_1
OH_261604_1_2,DEV_261599_1_2,DEV_261599_1_2-1,0.24,2.30799325,OH_261604_1
OH_261604_1_3,DEV_261599_1_3,DEV_261599_1_3-1,0.24,2.30799325,OH_261604_1
OH_261604_1_4,DEV_261599_1_4,DEV_261599_1_4-1,0.24,2.30799325,OH_261604_1
OH_261604_2_1,DEV_261599_2_1,DEV_261599_2_1-1,0.24,2.30799325,OH_261604_2
OH_261604_2_2,DEV_261599_2_2,DEV_261599_2_2-1,0.24,2.30799325,OH_261604_2
OH_261604_2_3,DEV_261599_2_3,DEV_261599_2_3-1,0.24,2.30799325,OH_261604_2
OH_261604_2_4,DEV_261599_2_4,DEV_261599_2_4-1,0.24,2.30799325,OH_261604_2
OH_261663_0_1,DEV_261702_0_1,DEV_261702_0_1-1,0.24,2.570579167,OH_261663_0
OH_261663_0_2,DEV_261702_0_2,DEV_261702_0_2-1,0.24,2.570579167,OH_261663_0
OH_261663_0_3,DEV_261702_0_3,DEV_261702_0_3-1,0.24,2.570579167,OH_261663_0
OH_261663_0_4,DEV_261702_0_4,DEV_261702_0_4-1,0.24,2.570579167,OH_261663_0
OH_261663_0_5,DEV_261702_0_5,DEV_261702_0_5-1,0.24,2.570579167,OH_261663_0
OH_261663_0_6,DEV_261702_0_6,DEV_261702_0_6-1,0.24,2.570579167,OH_261663_0
OH_261664_0_1,DEV_261701_0_1,DEV_261701_0_1-1,0.24,0.829219,OH_261664_0
OH_261664_0_2,DEV_261701_0_2,DEV_261701_0_2-1,0.24,0.829219,OH_261664_0
OH_261666_0_1,NODE_11021904_0_1,NODE_11021904_0_1-1,0.24,3.024675429,OH_261666_0
OH_261666_0_2,NODE_11021904_0_2,NODE_11021904_0_2-1,0.24,3.024675429,OH_261666_0
OH_261666_0_3,NODE_11021904_0_3,NODE_11021904_0_3-1,0.24,3.024675429,OH_261666_0
OH_261666_0_4,NODE_11021904_0_4,NODE_11021904_0_4-1,0.24,3.024675429,OH_261666_0
OH_261666_0_5,NODE_11021904_0_5,NODE_11021904_0_5-1,0.24,3.024675429,OH_261666_0
OH_261666_0_6,NODE_11021904_0_6,NODE_11021904_0_6-1,0.24,3.024675429,OH_261666_0
OH_261666_0_7,NODE_11021904_0_7,NODE_11021904_0_7-1,0.24,3.024675429,OH_261666_0
OH_261691_1_1,DEV_261698_1_1,DEV_261698_1_1-1,0.24,0.3593285,OH_261691_1
OH_261691_1_2,DEV_261698_1_2,DEV_261698_1_2-1,0.24,0.3593285,OH_261691_1
OH_261691_2_1,DEV_261698_2_1,DEV_261698_2_1-1,0.24,0.3593285,OH_261691_2
OH_261691_2_2,DEV_261698_2_2,DEV_261698_2_2-1,0.24,0.3593285,OH_261691_2
OH_261709_1_1,NODE_619119_1_1,NODE_619119_1_1-1,0.24,1.437313,OH_261709_1
OH_261709_2_1,NODE_619119_2_1,NODE_619119_2_1-1,0.24,1.437313,OH_261709_2
OH_261747_0_1,DEV_261736_0_1,DEV_261736_0_1-1,0.24,1.907204,OH_261747_0
OH_261747_0_2,DEV_261736_0_2,DEV_261736_0_2-1,0.24,1.907204,OH_261747_0
OH_261847_0_1,DEV_261851_0_1,DEV_261851_0_1-1,0.24,2.3834754,OH_261847_0
OH_261847_0_2,DEV_261851_0_2,DEV_261851_0_2-1,0.24,2.3834754,OH_261847_0
OH_261847_0_3,DEV_261851_0_3,DEV_261851_0_3-1,0.24,2.3834754,OH_261847_0
OH_261847_0_4,DEV_261851_0_4,DEV_261851_0_4-1,0.24,2.3834754,OH_261847_0
OH_261847_0_5,DEV_261851_0_5,DEV_261851_0_5-1,0.24,2.3834754,OH_261847_0
OH_262646_1_1,NODE_11021965_1_1,NODE_11021965_1_1-1,0.24,1.865743,OH_262646_1
OH_262646_1_2,NODE_11021965_1_2,NODE_11021965_1_2-1,0.24,1.865743,OH_262646_1
OH_262646_1_3,NODE_11021965_1_3,NODE_11021965_1_3-1,0.24,1.865743,OH_262646_1
OH_262646_1_4,NODE_11021965_1_4,NODE_11021965_1_4-1,0.24,1.865743,OH_262646_1
OH_262646_2_1,NODE_11021965_2_1,NODE_11021965_2_1-1,0.24,1.865743,OH_262646_2
OH_262646_2_2,NODE_11021965_2_2,NODE_11021965_2_2-1,0.24,1.865743,OH_262646_2
OH_262646_2_3,NODE_11021965_2_3,NODE_11021965_2_3-1,0.24,1.865743,OH_262646_2
OH_262646_2_4,NODE_11021965_2_4,NODE_11021965_2_4-1,0.24,1.865743,OH_262646_2
OH_262648_1_1,NODE_619037_1_1,NODE_619037_1_1-1,0.24,3.48272,OH_262648_1
OH_262648_2_1,NODE_619037_2_1,NODE_619037_2_1-1,0.24,3.48272,OH_262648_2
OH_262654_1_1,DEV_262689_1_1,DEV_262689_1_1-1,0.24,2.819345,OH_262654_1
OH_262654_2_1,DEV_262689_2_1,DEV_262689_2_1-1,0.24,2.819345,OH_262654_2
OH_262655_1_1,DEV_262688_1_1,DEV_262688_1_1-1,0.24,2.377094667,OH_262655_1
OH_262655_1_2,DEV_262688_1_2,DEV_262688_1_2-1,0.24,2.377094667,OH_262655_1
OH_262655_1_3,DEV_262688_1_3,DEV_262688_1_3-1,0.24,2.377094667,OH_262655_1
OH_262655_2_1,DEV_262688_2_1,DEV_262688_2_1-1,0.24,2.377094667,OH_262655_2
OH_262655_2_2,DEV_262688_2_2,DEV_262688_2_2-1,0.24,2.377094667,OH_262655_2
OH_262655_2_3,DEV_262688_2_3,DEV_262688_2_3-1,0.24,2.377094667,OH_262655_2
OH_262657_1_1,DEV_51117467_1_1,DEV_51117467_1_1-1,0.24,3.593283,OH_262657_1
OH_262657_2_1,DEV_51117467_2_1,DEV_51117467_2_1-1,0.24,3.593283,OH_262657_2
OH_262662_1_1,NODE_11021961_1_1,NODE_11021961_1_1-1,0.24,3.04047,OH_262662_1
OH_262662_2_1,NODE_11021961_2_1,NODE_11021961_2_1-1,0.24,3.04047,OH_262662_2
OH_262673_0_1,DEV_51079464_0_1,DEV_51079464_0_1-1,0.24,3.02664975,OH_262673_0
OH_262673_0_2,DEV_51079464_0_2,DEV_51079464_0_2-1,0.24,3.02664975,OH_262673_0
OH_262673_0_3,DEV_51079464_0_3,DEV_51079464_0_3-1,0.24,3.02664975,OH_262673_0
OH_262673_0_4,DEV_51079464_0_4,DEV_51079464_0_4-1,0.24,3.02664975,OH_262673_0
OH_262752_0_1,DEV_51071988_0_1,DEV_51071988_0_1-1,0.24,1.326751,OH_262752_0
OH_262864_1_1,NODE_11021955_1_1,NODE_11021955_1_1-1,0.24,4.864752,OH_262864_1
OH_262864_2_1,NODE_11021955_2_1,NODE_11021955_2_1-1,0.24,4.864752,OH_262864_2
OH_262868_0_1,NODE_11021952_0_1,NODE_11021952_0_1-1,0.24,4.201377,OH_262868_0
OH_262868_0_2,NODE_11021952_0_2,NODE_11021952_0_2-1,0.24,4.201377,OH_262868_0
OH_262870_1_1,NODE_618828_1_1,NODE_618828_1_1-1,0.24,2.211251,OH_262870_1
OH_262870_2_1,NODE_618828_2_1,NODE_618828_2_1-1,0.24,2.211251,OH_262870_2
OH_262873_1_1,NODE_618864_1_1,NODE_618864_1_1-1,0.24,2.1836105,OH_262873_1
OH_262873_1_2,NODE_618864_1_2,NODE_618864_1_2-1,0.24,2.1836105,OH_262873_1
OH_262873_2_1,NODE_618864_2_1,NODE_618864_2_1-1,0.24,2.1836105,OH_262873_2
OH_262873_2_2,NODE_618864_2_2,NODE_618864_2_2-1,0.24,2.1836105,OH_262873_2
OH_262876_1_1,DEV_262877_1_1,DEV_262877_1_1-1,0.24,1.532081,OH_262876_1
OH_262876_1_2,DEV_262877_1_2,DEV_262877_1_2-1,0.24,1.532081,OH_262876_1
OH_262876_1_3,DEV_262877_1_3,DEV_262877_1_3-1,0.24,1.532081,OH_262876_1
OH_262876_1_4,DEV_262877_1_4,DEV_262877_1_4-1,0.24,1.532081,OH_262876_1
OH_262876_1_5,DEV_262877_1_5,DEV_262877_1_5-1,0.24,1.532081,OH_262876_1
OH_262876_1_6,DEV_262877_1_6,DEV_262877_1_6-1,0.24,1.532081,OH_262876_1
OH_262876_1_7,DEV_262877_1_7,DEV_262877_1_7-1,0.24,1.532081,OH_262876_1
OH_262876_2_1,DEV_262877_2_1,DEV_262877_2_1-1,0.24,1.532081,OH_262876_2
OH_262876_2_2,DEV_262877_2_2,DEV_262877_2_2-1,0.24,1.532081,OH_262876_2
OH_262876_2_3,DEV_262877_2_3,DEV_262877_2_3-1,0.24,1.532081,OH_262876_2
OH_262876_2_4,DEV_262877_2_4,DEV_262877_2_4-1,0.24,1.532081,OH_262876_2
OH_262876_2_5,DEV_262877_2_5,DEV_262877_2_5-1,0.24,1.532081,OH_262876_2
OH_262876_2_6,DEV_262877_2_6,DEV_262877_2_6-1,0.24,1.532081,OH_262876_2
OH_262876_2_7,DEV_262877_2_7,DEV_262877_2_7-1,0.24,1.532081,OH_262876_2
OH_262881_1_1,DEV_262883_1_1,DEV_262883_1_1-1,0.24,2.229678,OH_262881_1
OH_262881_1_2,DEV_262883_1_2,DEV_262883_1_2-1,0.24,2.229678,OH_262881_1
OH_262881_1_3,DEV_262883_1_3,DEV_262883_1_3-1,0.24,2.229678,OH_262881_1
OH_262881_2_1,DEV_262883_2_1,DEV_262883_2_1-1,0.24,2.229678,OH_262881_2
OH_262881_2_2,DEV_262883_2_2,DEV_262883_2_2-1,0.24,2.229678,OH_262881_2
OH_262881_2_3,DEV_262883_2_3,DEV_262883_2_3-1,0.24,2.229678,OH_262881_2
OH_262888_0_1,DEV_262891_0_1,DEV_262891_0_1-1,0.24,1.713719333,OH_262888_0
OH_262888_0_2,DEV_262891_0_2,DEV_262891_0_2-1,0.24,1.713719333,OH_262888_0
OH_262888_0_3,DEV_262891_0_3,DEV_262891_0_3-1,0.24,1.713719333,OH_262888_0
OH_262978_1_1,DEV_263023_1_1,DEV_263023_1_1-1,0.24,0.960512125,OH_262978_1
OH_262978_1_2,DEV_263023_1_2,DEV_263023_1_2-1,0.24,0.960512125,OH_262978_1
OH_262978_1_3,DEV_263023_1_3,DEV_263023_1_3-1,0.24,0.960512125,OH_262978_1
OH_262978_1_4,DEV_263023_1_4,DEV_263023_1_4-1,0.24,0.960512125,OH_262978_1
OH_262978_1_5,DEV_263023_1_5,DEV_263023_1_5-1,0.24,0.960512125,OH_262978_1
OH_262978_1_6,DEV_263023_1_6,DEV_263023_1_6-1,0.24,0.960512125,OH_262978_1
OH_262978_1_7,DEV_263023_1_7,DEV_263023_1_7-1,0.24,0.960512125,OH_262978_1
OH_262978_1_8,DEV_263023_1_8,DEV_263023_1_8-1,0.24,0.960512125,OH_262978_1
OH_262978_2_1,DEV_263023_2_1,DEV_263023_2_1-1,0.24,0.960512125,OH_262978_2
OH_262978_2_2,DEV_263023_2_2,DEV_263023_2_2-1,0.24,0.960512125,OH_262978_2
OH_262978_2_3,DEV_263023_2_3,DEV_263023_2_3-1,0.24,0.960512125,OH_262978_2
OH_262978_2_4,DEV_263023_2_4,DEV_263023_2_4-1,0.24,0.960512125,OH_262978_2
OH_262978_2_5,DEV_263023_2_5,DEV_263023_2_5-1,0.24,0.960512125,OH_262978_2
OH_262978_2_6,DEV_263023_2_6,DEV_263023_2_6-1,0.24,0.960512125,OH_262978_2
OH_262978_2_7,DEV_263023_2_7,DEV_263023_2_7-1,0.24,0.960512125,OH_262978_2
OH_262978_2_8,DEV_263023_2_8,DEV_263023_2_8-1,0.24,0.960512125,OH_262978_2
OH_262979_1_1,DEV_263022_1_1,DEV_263022_1_1-1,0.24,0.8955566,OH_262979_1
OH_262979_1_2,DEV_263022_1_2,DEV_263022_1_2-1,0.24,0.8955566,OH_262979_1
OH_262979_1_3,DEV_263022_1_3,DEV_263022_1_3-1,0.24,0.8955566,OH_262979_1
OH_262979_1_4,DEV_263022_1_4,DEV_263022_1_4-1,0.24,0.8955566,OH_262979_1
OH_262979_1_5,DEV_263022_1_5,DEV_263022_1_5-1,0.24,0.8955566,OH_262979_1
OH_262979_2_1,DEV_263022_2_1,DEV_263022_2_1-1,0.24,0.8955566,OH_262979_2
OH_262979_2_2,DEV_263022_2_2,DEV_263022_2_2-1,0.24,0.8955566,OH_262979_2
OH_262979_2_3,DEV_263022_2_3,DEV_263022_2_3-1,0.24,0.8955566,OH_262979_2
OH_262979_2_4,DEV_263022_2_4,DEV_263022_2_4-1,0.24,0.8955566,OH_262979_2
OH_262979_2_5,DEV_263022_2_5,DEV_263022_2_5-1,0.24,0.8955566,OH_262979_2
OH_262981_1_1,NODE_627956_1_1,NODE_627956_1_1-1,0.24,4.947674,OH_262981_1
OH_262981_1_2,NODE_627956_1_2,NODE_627956_1_2-1,0.24,4.947674,OH_262981_1
OH_262981_2_1,NODE_627956_2_1,NODE_627956_2_1-1,0.24,4.947674,OH_262981_2
OH_262981_2_2,NODE_627956_2_2,NODE_627956_2_2-1,0.24,4.947674,OH_262981_2
OH_262983_1_1,DEV_51163410_1_1,DEV_51163410_1_1-1,0.24,1.547875714,OH_262983_1
OH_262983_1_2,DEV_51163410_1_2,DEV_51163410_1_2-1,0.24,1.547875714,OH_262983_1
OH_262983_1_3,DEV_51163410_1_3,DEV_51163410_1_3-1,0.24,1.547875714,OH_262983_1
OH_262983_1_4,DEV_51163410_1_4,DEV_51163410_1_4-1,0.24,1.547875714,OH_262983_1
OH_262983_1_5,DEV_51163410_1_5,DEV_51163410_1_5-1,0.24,1.547875714,OH_262983_1
OH_262983_1_6,DEV_51163410_1_6,DEV_51163410_1_6-1,0.24,1.547875714,OH_262983_1
OH_262983_1_7,DEV_51163410_1_7,DEV_51163410_1_7-1,0.24,1.547875714,OH_262983_1
OH_262983_2_1,DEV_51163410_2_1,DEV_51163410_2_1-1,0.24,1.547875714,OH_262983_2
OH_262983_2_2,DEV_51163410_2_2,DEV_51163410_2_2-1,0.24,1.547875714,OH_262983_2
OH_262983_2_3,DEV_51163410_2_3,DEV_51163410_2_3-1,0.24,1.547875714,OH_262983_2
OH_262983_2_4,DEV_51163410_2_4,DEV_51163410_2_4-1,0.24,1.547875714,OH_262983_2
OH_262983_2_5,DEV_51163410_2_5,DEV_51163410_2_5-1,0.24,1.547875714,OH_262983_2
OH_262983_2_6,DEV_51163410_2_6,DEV_51163410_2_6-1,0.24,1.547875714,OH_262983_2
OH_262983_2_7,DEV_51163410_2_7,DEV_51163410_2_7-1,0.24,1.547875714,OH_262983_2
OH_262987_1_1,NODE_31208075_1_1,NODE_31208075_1_1-1,0.24,1.603156857,OH_262987_1
OH_262987_1_2,NODE_31208075_1_2,NODE_31208075_1_2-1,0.24,1.603156857,OH_262987_1
OH_262987_1_3,NODE_31208075_1_3,NODE_31208075_1_3-1,0.24,1.603156857,OH_262987_1
OH_262987_1_4,NODE_31208075_1_4,NODE_31208075_1_4-1,0.24,1.603156857,OH_262987_1
OH_262987_1_5,NODE_31208075_1_5,NODE_31208075_1_5-1,0.24,1.603156857,OH_262987_1
